,Knowledge representation and reasoning_CKAI_01,Machine learning_CKAI_02,Deep learning_CKAI_03,Data mining_CKAI_04,Automated planning and scheduling_CKAI_05,Information retrieval_CKAI_06,Computer vision_CKAI_07,Affective computing_CKAI_08,Intelligent agent_CKAI_09,Machine perception_CKAI_10,Natural language processing_CKAI_11,Speech recognition_CKAI_12,Robotics_CKAI_13,Commonsense knowledge_CKAI_14,Computer science_CKAI_16,Master_Similarity
308,0.46,0.27,0.91,1.00,0.51,0.28,0.40,0.10,0.56,0.56,0.22,0.14,0.37,0.46,0.36,0.80
131,0.50,0.33,0.92,0.58,0.39,0.35,0.20,0.19,0.67,0.10,0.59,0.24,1.00,0.30,0.47,0.80
3382,0.27,0.38,0.47,0.18,0.31,0.31,0.10,0.37,0.30,0.32,0.25,0.20,1.00,0.14,0.29,0.80
3121,0.10,0.17,0.77,0.28,0.72,0.68,0.40,1.00,0.63,0.52,0.33,0.22,0.63,0.47,0.84,0.80
2155,0.43,0.29,0.51,0.41,0.61,0.49,0.31,0.73,0.54,0.20,0.46,0.69,0.10,0.59,1.00,0.80
3287,0.69,0.57,0.92,0.66,0.54,0.38,0.16,0.17,0.56,0.77,0.10,0.22,0.28,0.46,1.00,0.80
1542,0.68,0.43,0.63,0.82,0.33,0.34,0.10,0.31,0.81,0.21,0.28,0.87,0.38,0.53,1.00,0.80
346,0.94,0.65,0.65,0.80,0.14,0.31,0.93,0.40,0.29,0.10,0.54,0.86,1.00,0.21,0.94,0.80
3058,0.57,0.42,1.00,0.62,0.48,0.30,0.10,0.39,0.67,0.43,0.15,0.23,0.53,0.63,0.90,0.80
2582,0.60,0.86,0.54,0.17,0.47,0.68,0.32,0.35,0.10,0.16,0.54,0.25,1.00,0.17,0.77,0.80
269,0.33,0.45,1.00,0.43,0.34,0.52,0.21,0.10,0.76,0.16,0.53,0.33,0.94,0.28,0.44,0.80
629,0.72,0.37,1.00,0.70,0.77,0.37,0.10,0.24,0.57,0.43,0.42,0.41,0.27,0.61,0.85,0.80
932,0.74,0.50,0.87,0.73,0.40,0.61,0.10,0.25,0.38,0.40,0.51,1.00,0.98,0.45,0.68,0.80
1319,0.62,0.48,1.00,0.57,0.36,0.24,0.10,0.18,0.57,0.23,0.35,0.37,0.87,0.34,0.72,0.80
869,0.80,0.28,0.76,0.76,0.41,0.14,0.54,0.10,1.00,0.21,0.29,0.17,0.26,0.50,0.71,0.80
2490,0.14,0.15,0.57,0.31,0.68,1.00,0.31,0.50,0.58,0.57,0.34,0.10,0.50,0.22,0.42,0.80
2162,0.59,0.48,0.68,0.23,0.21,0.32,0.17,0.10,0.45,0.35,0.84,0.30,1.00,0.18,0.41,0.80
655,0.57,0.48,0.65,0.43,0.20,0.30,0.29,0.10,0.28,0.26,0.71,0.46,1.00,0.22,0.39,0.80
3229,0.46,0.26,1.00,0.77,0.39,0.37,0.18,0.10,0.60,0.45,0.71,0.44,0.82,0.34,0.59,0.80
1502,0.34,0.41,0.95,0.61,0.55,0.35,0.19,0.20,0.55,0.30,0.59,0.10,1.00,0.33,0.65,0.80
1823,0.50,0.35,1.00,0.71,0.35,0.35,0.14,0.10,0.48,0.47,0.52,0.46,0.85,0.32,0.57,0.80
2900,0.62,0.50,1.00,0.85,0.71,0.41,0.10,0.30,0.62,0.64,0.21,0.11,0.23,0.59,0.98,0.80
1491,0.23,0.25,0.48,0.34,0.55,0.40,1.00,0.20,0.57,0.39,0.16,0.20,0.10,0.18,0.31,0.80
783,0.76,0.33,1.00,0.27,0.66,0.49,0.10,0.49,0.41,0.18,0.92,0.57,0.93,0.22,0.57,0.80
3147,0.48,0.50,0.38,0.32,0.31,0.31,0.17,0.93,0.37,0.20,0.11,0.15,0.12,0.10,1.00,0.80
2771,0.65,0.44,1.00,0.77,0.53,0.31,0.21,0.10,0.65,0.41,0.25,0.18,0.57,0.52,0.85,0.80
1370,0.73,0.30,0.80,0.44,0.46,0.62,0.66,0.10,1.00,0.26,0.54,0.88,0.92,0.36,0.96,0.80
668,0.26,0.41,0.42,0.39,0.27,0.47,0.28,0.34,0.43,0.15,0.12,1.00,0.31,0.10,0.46,0.80
2507,0.55,0.52,1.00,0.56,0.50,0.25,0.22,0.10,0.67,0.41,0.22,0.16,0.61,0.38,0.93,0.80
1914,0.77,1.00,0.53,0.38,0.22,0.13,0.19,0.30,0.32,0.38,0.10,0.11,0.16,0.18,1.00,0.80
1058,0.41,0.55,0.63,0.31,0.32,0.10,0.16,0.18,0.30,0.19,0.41,0.25,1.00,0.18,0.42,0.80
2233,0.61,0.51,0.88,0.46,0.44,0.45,0.26,0.10,0.55,0.43,0.27,0.34,0.73,0.40,1.00,0.80
1242,0.34,0.29,1.00,0.54,0.53,0.44,0.15,0.25,0.51,0.96,0.10,0.32,0.45,0.20,0.47,0.80
2419,0.37,0.47,0.82,0.60,0.32,0.26,0.10,0.19,0.53,0.15,0.62,0.20,1.00,0.31,0.55,0.80
2814,0.72,0.50,0.86,0.63,0.49,0.26,0.18,0.19,0.75,0.44,0.15,0.10,0.25,0.49,1.00,0.80
732,0.56,0.45,0.77,0.48,0.42,0.33,0.33,0.10,0.61,0.13,0.69,0.21,1.00,0.54,0.63,0.80
2445,0.38,0.43,0.82,0.35,0.34,0.26,0.53,0.10,0.49,0.33,0.55,0.21,1.00,0.21,0.62,0.80
2854,0.52,0.27,0.39,1.00,0.30,0.24,0.77,0.10,0.52,0.30,0.40,0.56,0.32,0.60,0.36,0.80
1886,0.46,0.47,0.79,0.47,0.31,0.34,0.18,0.10,0.44,0.18,0.33,0.41,1.00,0.29,0.32,0.80
3169,0.22,0.21,0.82,0.85,0.34,0.35,0.10,0.20,0.69,0.59,0.74,0.41,1.00,0.27,0.33,0.80
253,0.73,0.39,0.91,1.00,0.52,0.31,0.22,0.10,0.65,0.16,0.95,0.57,0.72,0.31,0.92,0.80
2589,0.32,0.42,1.00,0.78,0.59,0.39,0.28,0.39,0.49,0.34,0.21,0.10,0.66,0.25,0.96,0.80
503,0.49,0.72,0.60,0.67,0.11,0.54,0.55,0.14,0.44,0.26,0.44,0.98,0.76,0.10,1.00,0.80
489,0.72,0.44,0.89,0.10,1.00,0.86,0.35,0.54,0.69,0.23,0.36,0.23,0.99,0.67,0.69,0.80
16,0.17,0.10,0.94,0.67,0.75,0.32,0.13,0.41,1.00,0.14,0.57,0.35,0.40,0.13,0.54,0.80
2634,0.65,0.35,0.84,0.56,0.85,0.45,0.13,0.33,0.50,1.00,0.14,0.21,0.10,0.49,0.67,0.80
1856,0.41,0.35,1.00,0.51,0.47,0.46,0.29,0.10,0.51,0.74,0.24,0.36,0.73,0.28,0.73,0.80
2184,0.44,0.12,1.00,0.44,0.83,0.68,0.36,0.17,0.62,0.93,0.36,0.47,0.62,0.10,0.27,0.80
305,0.43,0.44,0.56,0.30,0.22,0.35,1.00,0.10,0.55,0.34,0.43,0.16,0.76,0.14,0.72,0.80
2793,0.38,0.44,1.00,0.47,0.54,0.23,0.13,0.18,0.54,0.34,0.41,0.10,0.87,0.32,0.62,0.80
3405,0.46,0.27,0.64,0.46,0.47,0.41,0.36,0.10,0.41,0.25,0.76,0.32,1.00,0.29,0.37,0.80
3005,0.44,0.43,0.41,0.43,0.36,0.32,0.56,0.10,0.44,0.36,0.29,0.21,0.41,0.37,1.00,0.80
1022,0.66,0.42,0.91,0.39,0.29,0.14,0.36,0.13,0.69,0.10,0.57,0.61,1.00,0.13,0.55,0.80
2619,0.38,0.31,0.38,0.18,0.83,1.00,0.13,0.22,0.87,0.64,0.81,0.10,0.10,0.20,0.25,0.80
1112,0.39,0.56,0.78,0.35,0.40,0.43,0.27,0.10,0.53,0.44,0.47,0.24,0.88,0.30,1.00,0.80
14,0.34,0.18,0.74,0.40,1.00,0.86,0.43,0.34,0.79,0.74,0.10,0.18,0.16,0.33,0.30,0.80
2077,0.21,0.51,1.00,0.44,0.27,0.49,0.37,0.10,0.69,0.35,0.35,0.76,0.99,0.19,0.34,0.80
2175,0.35,0.47,1.00,0.54,0.51,0.38,0.20,0.11,0.55,0.41,0.24,0.18,0.69,0.10,0.81,0.80
836,0.57,0.48,0.76,0.38,0.38,0.43,0.31,0.15,0.48,0.20,0.73,0.10,1.00,0.50,0.61,0.80
516,0.40,0.39,1.00,0.27,0.20,0.17,0.13,0.30,0.48,0.78,0.18,0.17,0.43,0.10,0.51,0.80
1729,0.39,0.26,0.98,0.29,0.50,0.50,0.11,0.42,0.42,0.55,0.39,0.42,1.00,0.10,0.44,0.80
2667,0.32,0.32,1.00,0.49,0.61,0.47,0.51,0.10,0.82,0.44,0.36,0.33,0.98,0.57,0.52,0.80
2610,0.52,0.50,0.63,0.52,0.24,0.19,0.25,0.15,0.44,0.26,0.81,0.10,1.00,0.34,0.66,0.80
3094,0.64,0.30,1.00,0.57,0.43,0.24,0.10,0.10,0.59,0.45,0.70,0.41,0.94,0.40,0.38,0.80
2093,0.20,0.28,0.43,0.14,0.79,1.00,0.25,0.59,0.50,0.56,0.17,0.21,0.16,0.10,0.21,0.80
2109,0.12,0.10,0.83,0.29,1.00,0.84,0.72,0.57,0.74,0.51,0.50,0.50,0.79,0.42,0.60,0.80
2743,0.11,0.10,0.53,0.27,0.64,1.00,0.35,0.68,0.78,0.22,0.42,0.33,0.20,0.17,0.34,0.80
3350,0.37,0.40,0.78,0.64,0.10,0.27,1.00,0.34,0.51,0.15,0.35,0.84,0.44,0.14,0.52,0.80
3419,0.47,0.23,1.00,0.48,0.46,0.25,0.17,0.37,0.35,0.75,0.10,0.35,0.22,0.10,0.43,0.80
1552,0.32,0.19,1.00,0.79,0.71,0.56,0.72,0.10,0.68,0.57,0.36,0.18,0.25,0.40,0.30,0.80
3342,0.39,0.24,1.00,0.62,0.62,0.43,0.27,0.11,0.57,0.58,0.10,0.16,0.53,0.21,0.38,0.80
2607,0.36,0.39,1.00,0.45,0.38,0.26,0.23,0.10,0.57,0.28,0.39,0.34,0.86,0.17,0.54,0.80
2553,0.77,0.60,0.82,0.58,0.42,0.27,0.35,0.10,0.58,0.12,0.18,0.24,0.36,0.25,1.00,0.80
1234,0.50,0.41,0.97,0.29,0.35,0.44,0.57,0.10,0.75,0.31,0.53,0.30,1.00,0.40,0.72,0.80
1299,0.40,0.35,1.00,0.78,0.45,0.34,0.18,0.10,0.69,0.38,0.29,0.31,0.82,0.34,0.69,0.80
3447,0.12,0.40,0.67,0.72,0.39,0.24,0.85,0.10,1.00,0.16,0.82,0.16,0.52,0.65,0.42,0.80
2454,0.48,0.16,0.57,0.95,0.26,0.10,0.60,0.11,1.00,0.26,0.27,0.24,0.27,0.43,0.29,0.80
2650,0.89,0.39,0.10,0.58,0.40,0.54,0.85,0.69,0.56,0.40,0.41,0.28,0.13,1.00,0.82,0.80
3285,0.43,0.17,0.91,0.51,0.52,0.50,0.10,0.32,0.51,0.51,0.50,0.21,1.00,0.36,0.39,0.80
1977,0.42,0.54,1.00,0.59,0.50,0.18,0.26,0.13,0.45,0.45,0.17,0.10,0.58,0.17,0.82,0.80
322,0.80,0.36,0.45,0.57,0.21,0.14,0.27,0.32,0.10,0.36,1.00,0.70,0.43,0.13,0.43,0.80
1443,0.18,0.43,1.00,0.38,0.31,0.48,0.10,0.25,0.76,0.68,0.12,0.42,0.58,0.26,0.72,0.80
1584,0.67,0.80,0.70,0.17,0.39,0.30,0.46,0.14,0.41,0.29,0.68,0.10,0.76,0.53,1.00,0.80
331,0.28,0.32,0.95,0.64,0.31,0.29,0.51,0.10,0.59,0.34,0.49,0.31,1.00,0.21,0.42,0.80
1727,0.45,0.59,0.18,0.70,0.49,0.56,0.10,0.47,0.28,0.22,0.44,0.14,0.54,0.61,1.00,0.80
2668,0.38,0.34,0.33,1.00,0.26,0.24,0.93,0.10,0.42,0.36,0.34,0.62,0.31,0.25,0.51,0.80
3416,0.90,0.69,1.00,0.26,0.27,0.27,0.22,0.22,0.40,0.23,0.15,0.50,0.58,0.10,0.74,0.80
768,0.51,0.37,0.23,0.60,0.18,0.24,1.00,0.10,0.66,0.23,0.91,0.10,0.33,0.46,0.34,0.80
2705,0.44,0.59,0.58,0.65,0.34,0.28,0.21,0.40,0.50,0.18,0.10,0.38,0.13,0.57,1.00,0.80
1224,0.45,0.49,0.61,0.48,0.21,0.26,0.59,0.10,0.44,0.27,0.64,0.15,0.51,0.18,1.00,0.80
2788,0.44,0.26,0.39,0.42,0.59,0.66,1.00,0.17,0.51,0.10,1.00,0.47,0.56,0.20,0.35,0.80
1318,0.50,0.43,0.67,0.42,0.33,0.35,0.23,0.10,0.47,0.22,0.61,0.19,1.00,0.39,0.61,0.80
2840,0.23,0.28,1.00,0.65,0.53,0.54,0.20,0.21,0.65,0.93,0.15,0.22,0.33,0.10,0.60,0.80
1409,0.31,0.42,0.36,0.29,0.26,0.48,0.29,0.24,0.35,0.10,0.34,1.00,0.34,0.15,0.18,0.80
2180,0.51,0.32,1.00,0.67,0.36,0.33,0.10,0.13,0.45,0.50,0.56,0.41,0.88,0.30,0.54,0.80
3228,0.10,0.24,0.52,0.34,0.60,0.40,1.00,0.75,0.33,0.39,0.33,0.36,0.56,0.54,0.58,0.80
1295,0.65,0.65,0.63,0.77,0.38,0.19,0.33,0.10,0.49,0.23,0.50,0.17,0.67,0.69,1.00,0.80
1302,0.97,0.52,0.52,0.91,0.33,0.39,0.44,0.10,0.42,0.36,0.82,0.26,0.58,0.68,1.00,0.80
2656,0.27,0.12,0.70,0.66,0.27,0.10,0.54,0.63,1.00,0.39,0.14,0.23,0.17,0.57,0.69,0.80
3320,0.82,0.62,0.47,0.23,0.10,0.19,0.50,0.15,0.36,0.22,1.00,0.49,0.64,0.29,0.78,0.80
2864,0.24,0.16,0.92,0.44,0.90,1.00,0.10,0.62,0.77,0.78,0.18,0.23,0.35,0.14,0.48,0.80
2020,0.32,0.40,0.95,0.43,0.41,0.35,0.10,0.23,0.55,0.39,0.41,0.25,1.00,0.17,0.68,0.80
1261,0.73,0.27,0.73,0.53,0.41,0.48,0.74,0.10,0.53,0.20,0.66,1.00,0.73,0.17,0.58,0.80
2595,0.39,0.34,1.00,0.63,0.52,0.21,0.31,0.67,0.94,0.49,0.21,0.10,0.60,0.93,0.90,0.80
1939,0.53,0.50,0.77,0.40,0.59,0.57,0.10,0.11,0.39,0.17,1.00,0.20,0.75,0.44,0.23,0.79
2765,0.44,0.19,1.00,0.58,0.78,0.62,0.15,0.10,0.65,0.57,0.45,0.13,0.52,0.30,0.50,0.79
3426,0.54,0.42,1.00,0.52,0.47,0.28,0.10,0.11,0.59,0.41,0.28,0.14,0.75,0.36,0.70,0.79
1611,0.20,0.10,1.00,0.56,0.45,0.43,0.13,0.53,0.55,0.62,0.23,0.46,0.83,0.14,0.35,0.79
672,0.67,0.39,0.86,0.61,0.40,0.24,0.97,0.10,0.82,0.21,0.56,0.33,1.00,0.49,0.90,0.79
1239,0.69,0.36,0.77,0.55,0.30,0.32,0.21,0.10,0.44,0.31,0.51,0.49,1.00,0.34,0.62,0.79
226,0.65,0.93,0.30,0.30,0.32,0.40,0.88,0.19,0.37,0.10,0.98,0.85,1.00,0.15,0.99,0.79
930,0.44,0.25,1.00,0.63,0.45,0.28,0.30,0.16,0.56,0.35,0.47,0.10,0.81,0.23,0.66,0.79
1020,0.71,0.51,0.83,0.70,0.31,0.53,0.10,0.21,0.32,0.43,0.59,0.90,1.00,0.40,0.76,0.79
1816,0.21,0.10,1.00,0.41,0.64,0.86,0.30,0.44,0.66,0.75,0.26,0.32,0.70,0.18,0.25,0.79
3291,0.39,0.23,1.00,0.52,0.53,0.43,0.39,0.10,0.74,0.50,0.38,0.31,0.87,0.41,0.70,0.79
730,0.42,0.74,0.54,0.17,0.21,0.34,0.49,0.10,0.45,0.28,0.42,0.20,0.63,0.35,1.00,0.79
108,0.49,0.41,0.66,0.65,0.31,0.34,0.18,0.10,0.53,0.18,0.74,0.40,1.00,0.44,0.68,0.79
50,0.49,0.41,0.66,0.65,0.31,0.34,0.18,0.10,0.53,0.18,0.74,0.40,1.00,0.44,0.68,0.79
1517,0.30,0.19,1.00,0.48,0.59,0.50,0.18,0.10,0.98,0.41,0.49,0.36,0.95,0.10,0.37,0.79
3411,0.45,0.21,1.00,0.65,0.61,0.42,0.28,0.10,0.60,0.31,0.70,0.33,0.90,0.36,0.44,0.79
2803,0.34,0.25,1.00,0.61,0.59,0.36,0.38,0.11,0.63,0.71,0.10,0.15,0.26,0.34,0.37,0.79
2931,0.54,0.41,0.89,0.56,0.53,0.33,0.16,0.28,0.70,0.40,0.10,0.19,0.39,0.47,1.00,0.79
2133,0.90,0.15,0.60,0.73,0.39,0.42,0.52,0.27,0.93,0.10,0.38,0.46,0.60,0.49,1.00,0.79
90,0.96,0.48,0.29,0.13,0.58,0.28,0.45,0.26,0.65,0.10,0.70,0.37,0.11,0.29,1.00,0.79
2935,0.44,0.32,1.00,0.48,0.44,0.38,0.18,0.10,0.55,0.50,0.28,0.26,0.76,0.36,0.58,0.79
1031,0.44,0.28,0.81,0.40,0.25,0.34,0.45,0.17,0.65,0.10,0.57,0.14,1.00,0.18,0.27,0.79
2779,0.26,0.17,0.72,0.37,0.35,0.45,0.40,0.21,0.48,0.37,0.65,0.35,1.00,0.10,0.22,0.79
1761,0.38,0.39,0.95,0.54,0.39,0.40,0.23,0.10,0.55,0.33,0.38,0.36,1.00,0.33,0.55,0.79
3199,0.41,0.16,1.00,0.58,0.45,0.45,0.40,0.10,0.64,0.45,0.10,0.28,0.41,0.17,0.38,0.79
736,0.49,0.30,0.77,0.48,0.37,0.31,0.26,0.10,0.48,0.22,0.58,0.21,1.00,0.25,0.43,0.79
3037,0.23,0.10,1.00,0.53,0.53,0.54,0.22,0.29,0.72,0.67,0.28,0.33,0.81,0.22,0.13,0.79
283,0.41,0.22,1.00,0.42,0.61,0.37,0.27,0.10,0.61,0.68,0.14,0.15,0.38,0.21,0.38,0.79
3150,0.71,0.59,0.84,0.62,0.22,0.37,0.10,0.16,0.46,0.63,0.23,0.61,0.32,0.41,1.00,0.79
3261,0.50,0.49,0.34,0.31,0.31,0.31,0.14,0.87,0.33,0.20,0.11,0.10,0.19,0.16,1.00,0.79
1653,0.63,0.10,0.76,0.44,0.50,0.34,0.59,0.16,1.00,0.39,0.72,0.30,0.53,0.62,0.87,0.79
2613,0.49,0.52,0.79,0.37,0.26,0.34,0.27,0.10,0.52,0.26,0.39,0.45,0.55,0.28,1.00,0.79
289,0.43,0.38,0.69,0.41,0.38,0.55,0.22,0.13,0.34,0.26,0.83,0.53,1.00,0.10,0.38,0.79
3138,0.35,0.30,0.98,0.63,0.43,0.42,0.37,0.10,0.68,0.36,0.69,0.38,1.00,0.42,0.72,0.79
3067,0.56,0.24,0.55,1.00,0.28,0.42,0.60,0.10,0.93,0.12,0.80,0.49,0.43,0.79,0.42,0.79
2836,0.27,0.74,0.51,0.16,0.53,0.75,0.96,1.00,0.43,0.36,0.10,0.46,0.23,0.86,0.86,0.79
1918,0.36,0.17,0.62,0.10,0.76,1.00,0.29,0.29,0.79,0.52,0.46,0.41,0.14,0.19,0.17,0.79
340,0.39,0.33,0.81,0.35,0.34,0.43,0.36,0.10,0.49,0.29,0.44,0.38,1.00,0.28,0.49,0.79
251,0.25,0.18,0.94,0.39,0.77,1.00,0.18,0.33,0.81,0.63,0.29,0.20,0.43,0.10,0.21,0.79
2042,0.55,0.27,0.33,0.68,0.36,0.10,1.00,0.37,0.48,0.35,0.24,0.19,0.13,0.54,0.66,0.79
1137,0.29,0.32,0.83,0.43,0.47,0.38,0.24,0.10,0.55,0.27,0.42,0.30,1.00,0.25,0.43,0.79
2622,0.43,0.10,1.00,0.97,0.67,0.47,0.19,0.24,0.62,0.57,0.93,0.17,0.58,0.46,0.52,0.79
3053,0.18,0.11,0.77,0.36,0.42,0.68,0.31,0.32,1.00,0.49,0.10,0.18,0.30,0.27,0.44,0.79
1725,1.00,0.56,0.59,0.47,0.20,0.16,0.13,0.10,0.52,0.16,0.70,0.74,0.96,0.28,0.65,0.79
2526,0.23,0.22,0.28,0.18,0.71,1.00,0.14,0.59,0.40,0.64,0.42,0.10,0.21,0.10,0.27,0.79
1243,0.45,0.29,0.91,0.53,0.31,0.36,0.29,0.10,0.52,0.44,0.43,0.38,1.00,0.20,0.60,0.79
3122,0.48,0.32,0.75,0.41,0.21,0.27,0.34,0.10,0.44,0.24,0.58,0.36,1.00,0.12,0.42,0.79
1526,0.37,0.20,0.53,1.00,0.35,0.24,0.77,0.14,0.60,0.53,0.10,0.48,0.18,0.37,0.50,0.79
2777,0.29,0.34,0.75,0.59,0.65,0.52,0.86,0.83,0.63,0.10,0.17,0.12,0.39,0.62,1.00,0.79
371,0.20,0.27,0.39,0.17,0.76,1.00,0.29,0.55,0.49,0.81,0.16,0.17,0.14,0.10,0.23,0.79
3324,0.51,0.37,0.42,0.57,0.18,0.32,0.31,0.10,0.40,0.25,0.43,1.00,0.17,0.29,0.39,0.79
1686,0.46,0.42,0.97,0.47,0.36,0.35,0.22,0.10,0.42,0.28,0.39,0.34,1.00,0.17,0.36,0.79
1209,0.14,0.27,0.61,0.37,0.92,1.00,0.23,0.44,0.68,0.62,0.21,0.13,0.10,0.20,0.43,0.79
2453,0.44,0.30,0.82,0.96,0.34,0.34,0.53,0.10,0.94,0.18,0.51,1.00,0.68,0.41,0.80,0.79
3198,0.10,0.38,1.00,0.52,0.43,0.54,0.31,0.44,0.56,0.26,0.44,0.56,0.90,0.35,0.85,0.79
2952,0.47,0.10,0.49,0.59,0.52,0.88,0.55,0.23,0.48,0.29,0.70,0.57,1.00,0.21,0.41,0.79
694,0.46,0.28,1.00,0.63,0.65,0.37,0.14,0.16,0.57,0.53,0.14,0.10,0.63,0.29,0.61,0.79
3348,0.33,0.36,0.76,0.44,0.46,0.47,0.28,0.15,0.35,1.00,0.10,0.14,0.19,0.28,0.35,0.79
3180,0.27,0.10,0.91,0.64,0.44,0.39,0.37,0.28,0.67,0.30,0.65,0.42,1.00,0.33,0.50,0.79
3376,0.44,0.35,0.90,0.54,0.37,0.36,0.23,0.10,0.47,0.35,0.55,0.27,1.00,0.28,0.62,0.79
449,0.68,0.26,0.24,0.33,0.35,0.49,0.61,0.32,0.48,0.10,0.58,1.00,0.29,0.31,0.62,0.79
832,0.95,0.47,0.93,0.88,0.29,0.20,0.44,0.10,0.60,0.19,0.82,0.19,1.00,0.55,0.74,0.79
2951,0.33,0.22,1.00,0.52,0.48,0.48,0.32,0.10,0.59,0.57,0.41,0.46,0.76,0.32,0.70,0.79
1445,1.00,0.10,0.16,0.45,0.37,0.61,0.61,0.68,0.49,0.55,0.10,0.30,0.43,0.38,0.91,0.79
1724,0.57,0.48,0.57,0.42,0.37,0.27,0.46,0.18,0.65,0.10,0.55,0.40,0.70,0.71,1.00,0.79
3088,0.40,0.34,0.96,0.41,0.41,0.26,0.21,0.34,0.52,0.10,0.26,0.38,1.00,0.21,0.42,0.79
1789,0.72,0.47,0.96,0.54,0.14,0.22,0.57,0.24,0.73,0.10,0.56,0.16,1.00,0.45,0.84,0.79
2969,0.50,0.25,0.67,1.00,0.38,0.30,0.30,0.19,0.46,0.49,0.10,0.61,0.21,0.36,0.66,0.79
1311,0.94,0.66,0.54,0.61,0.18,0.31,0.16,0.10,0.67,0.43,0.67,0.24,1.00,0.78,0.98,0.79
2167,0.34,0.32,0.85,0.47,0.29,0.25,0.30,0.10,0.50,0.31,0.35,0.35,1.00,0.22,0.37,0.79
2670,0.50,0.30,0.98,0.69,0.51,0.37,0.29,0.10,0.62,0.43,0.62,0.33,1.00,0.57,0.75,0.79
1183,0.52,0.31,1.00,0.53,0.45,0.42,0.10,0.14,0.60,0.33,0.26,0.42,0.89,0.31,0.55,0.79
512,0.50,0.35,0.77,0.28,0.31,0.34,0.18,0.13,0.47,0.19,0.45,0.22,1.00,0.10,0.32,0.79
1933,0.37,0.17,0.46,0.18,0.71,1.00,0.23,0.42,0.42,0.37,0.29,0.34,0.25,0.12,0.10,0.79
2364,0.19,0.28,0.89,0.46,0.86,1.00,0.25,0.33,0.63,0.63,0.10,0.35,0.27,0.10,0.35,0.79
2757,0.54,0.48,0.82,0.59,0.40,0.23,0.10,0.15,0.57,0.42,0.20,0.21,0.42,0.41,1.00,0.79
3127,0.40,0.10,0.94,0.27,0.75,0.89,0.22,0.47,0.69,0.74,0.34,0.25,1.00,0.18,0.36,0.79
973,0.62,0.47,0.97,0.71,0.54,0.38,0.13,0.12,0.54,0.60,0.23,0.10,0.50,0.38,1.00,0.79
678,0.59,0.31,0.67,0.52,0.28,0.18,0.26,0.10,0.51,0.14,0.76,0.19,1.00,0.17,0.42,0.79
2692,0.44,0.27,1.00,0.59,0.62,0.35,0.22,0.17,0.66,0.66,0.10,0.13,0.25,0.44,0.59,0.79
2637,0.32,0.25,0.67,0.64,0.15,0.32,1.00,0.44,0.53,0.10,0.28,0.74,0.34,0.21,0.56,0.79
34,0.42,0.29,0.26,0.39,0.17,0.14,1.00,0.31,0.17,0.27,0.46,0.39,0.15,0.10,0.23,0.79
3143,0.81,0.31,0.78,0.37,0.40,0.45,0.58,0.35,0.71,0.10,0.16,0.80,0.43,0.19,1.00,0.79
2652,0.41,0.27,0.38,1.00,0.31,0.15,1.00,0.10,0.53,0.40,0.39,0.38,0.12,0.39,0.27,0.79
2363,0.42,0.26,0.49,0.72,0.41,0.43,0.58,0.10,0.67,0.37,0.22,0.44,0.60,0.47,1.00,0.79
3347,0.52,0.37,0.96,0.29,0.50,0.47,0.46,0.10,0.67,0.56,0.34,0.28,0.58,0.42,1.00,0.79
1689,0.75,0.33,0.69,0.58,0.33,0.26,0.46,0.10,0.32,0.32,0.69,0.55,1.00,0.28,0.71,0.79
818,0.38,0.44,0.57,0.39,0.19,0.36,0.19,0.11,0.42,0.18,0.30,0.37,1.00,0.10,0.55,0.79
1980,0.55,0.41,1.00,0.72,0.53,0.37,0.11,0.12,0.50,0.37,0.16,0.10,0.51,0.27,0.75,0.79
63,0.13,0.24,0.67,0.44,0.57,0.43,0.25,0.32,0.42,1.00,0.10,0.10,0.14,0.11,0.28,0.79
2975,0.27,0.17,1.00,0.60,0.52,0.41,0.25,0.16,0.52,0.50,0.25,0.10,0.49,0.16,0.42,0.79
1524,0.62,0.85,0.27,0.63,0.18,0.41,0.25,0.10,0.44,0.26,0.77,0.55,0.47,0.82,1.00,0.79
444,0.47,0.33,0.89,0.61,0.40,0.41,0.20,0.10,0.58,0.27,0.42,0.27,1.00,0.33,0.64,0.79
3404,0.52,0.21,0.38,0.51,0.35,0.58,0.49,0.10,0.37,0.26,1.00,0.50,0.61,0.48,0.26,0.79
3038,0.57,0.59,0.71,0.41,0.39,0.28,0.13,0.10,0.37,0.45,0.17,0.25,0.51,0.27,1.00,0.79
3274,0.26,0.20,0.51,0.20,0.58,1.00,0.14,0.45,0.39,0.47,0.64,0.60,0.57,0.27,0.10,0.79
361,0.43,0.23,0.48,1.00,0.27,0.10,0.82,0.18,0.39,0.32,0.22,0.31,0.36,0.40,0.36,0.79
1317,0.83,0.43,0.55,0.67,0.10,0.22,0.40,0.14,0.29,0.21,0.40,1.00,0.49,0.23,0.32,0.79
1064,0.58,0.66,0.78,0.48,0.15,0.40,0.22,0.21,0.59,0.10,0.57,0.15,0.96,0.38,1.00,0.79
1851,0.54,0.32,0.90,0.48,0.26,0.23,0.24,0.10,0.43,0.34,0.60,0.47,1.00,0.26,0.34,0.79
3231,0.75,0.63,0.50,0.41,0.21,0.30,0.44,0.10,0.41,0.49,0.52,0.16,0.51,0.73,1.00,0.79
336,0.68,0.61,0.68,0.97,0.44,0.20,0.59,0.14,0.77,0.26,0.18,0.31,0.10,0.79,1.00,0.79
